Date,OEM_Part_ID,Part_Name,Category,Manufacturer,Demand,Stock_Level,Sensor_Temperature,Sensor_Vibration,Sensor_Pressure,Supplier_Reliability_Score,Defect_Rate,Late_Delivery_Frequency,Lead_Time_Days,Route_Duration,Traffic_Impact,Delivery_Status,Transportation_Cost,Fuel_Consumption
2023-07-23,VW1300,Turbocharger,Braking System,Bosch,483,781,116.6,1.68,45.28,0.91,0.1,1,17,163,High,In Transit,195.92,12.63
2023-07-24,VW1301,Turbocharger,Electrical,Garrett Motion,205,152,83.21,0.53,73.77,0.9,0.08,4,21,62,Low,In Transit,173.95,5.12
2023-07-25,VW1302,Airbag Module,Fuel System,Behr Hella,407,273,108.69,1.05,63.96,0.92,0.04,4,16,114,High,Delayed,115.4,6.11
2023-07-26,VW1303,Airbag Module,Braking System,Behr Hella,221,434,102.1,2.22,44.61,0.95,0.06,4,24,169,High,In Transit,197.34,8.34
2023-07-27,VW1304,Turbocharger,Electrical,Behr Hella,165,164,117.63,1.85,60.44,0.87,0.05,2,13,150,High,Delayed,199.2,8.02
2023-07-28,VW1305,Brake Pads,Electrical,Bosch,235,288,93.72,1.82,75.66,0.91,0.02,3,28,114,Medium,Delayed,111.1,10.14
2023-07-29,VW1306,Fuel Pump,Braking System,Garrett Motion,267,529,104.39,2.17,53.18,0.95,0.08,1,17,142,Medium,In Transit,115.18,5.91
2023-07-30,VW1307,Fuel Pump,Engine,Bosch,64,579,98.19,2.46,54.32,0.91,0.03,2,29,88,High,On Time,162.04,8.89
2023-07-31,VW1308,Airbag Module,Electrical,Garrett Motion,100,274,108.54,1.86,45.6,0.95,0.07,2,16,177,High,On Time,174.12,6.91
2023-08-01,VW1309,Fuel Pump,Safety System,Behr Hella,457,639,85.86,0.47,96.84,0.88,0.05,3,20,141,Medium,In Transit,84.57,9.48
2023-08-02,VW1310,Battery,Engine,Bosch,463,695,106.75,0.37,77.03,1.0,0.09,1,25,43,Low,In Transit,120.01,12.19
2023-08-03,VW1311,Fuel Pump,Fuel System,Continental AG,180,277,95.36,0.89,65.02,0.89,0.08,4,15,177,Medium,In Transit,110.76,5.8
2023-08-04,VW1312,Airbag Module,Electrical,Exide,366,789,112.18,0.96,71.16,0.96,0.09,1,28,171,Low,On Time,105.43,14.52
2023-08-05,VW1313,Fuel Pump,Braking System,Exide,200,613,84.56,0.89,95.91,0.86,0.05,2,24,114,Low,In Transit,165.7,6.51
2023-08-06,VW1314,Battery,Fuel System,Garrett Motion,499,380,89.42,1.51,49.25,0.98,0.02,3,25,90,High,In Transit,63.54,9.93
2023-08-07,VW1315,Airbag Module,Engine,Garrett Motion,408,758,86.57,0.61,51.55,0.87,0.07,2,27,114,Medium,On Time,120.38,14.75
2023-08-08,VW1316,Brake Pads,Electrical,Behr Hella,313,498,85.91,0.77,64.93,0.98,0.04,2,28,145,Medium,On Time,119.08,11.51
2023-08-09,VW1317,Turbocharger,Engine,Behr Hella,52,567,95.74,1.37,97.74,0.87,0.09,4,15,139,Medium,Delayed,95.93,9.48
2023-08-10,VW1318,Alternator,Fuel System,Garrett Motion,182,411,85.48,1.84,49.34,0.95,0.04,2,19,115,Medium,On Time,106.92,8.3
2023-08-11,VW1319,Brake Pads,Engine,Behr Hella,272,472,118.73,0.73,61.94,0.96,0.07,0,23,50,Medium,On Time,88.93,10.47
2023-08-12,VW1320,Airbag Module,Engine,Behr Hella,162,283,94.29,1.06,43.72,0.87,0.02,2,20,114,High,In Transit,140.38,8.54
2023-08-13,VW1321,Battery,Braking System,Exide,366,481,104.09,1.81,54.35,0.98,0.08,3,25,95,Low,In Transit,191.75,9.72
2023-08-14,VW1322,Turbocharger,Electrical,Bosch,106,529,97.79,1.66,66.68,1.0,0.1,4,10,144,Medium,Delayed,129.35,6.32
2023-08-15,VW1323,Brake Pads,Fuel System,Behr Hella,97,524,80.56,0.92,86.79,0.94,0.05,0,19,134,Low,Delayed,158.89,12.49
2023-08-16,VW1324,Airbag Module,Safety System,Garrett Motion,464,630,110.39,1.52,53.36,0.97,0.04,4,15,175,Medium,On Time,177.84,12.08
2023-08-17,VW1325,Alternator,Safety System,Garrett Motion,90,657,112.85,2.02,83.94,0.88,0.03,2,27,151,High,Delayed,161.94,6.85
2023-08-18,VW1326,Battery,Braking System,Bosch,71,660,108.07,2.15,46.61,0.86,0.09,3,12,177,High,In Transit,163.12,7.22
2023-08-19,VW1327,Fuel Pump,Braking System,Exide,465,685,103.21,1.79,77.92,0.96,0.09,2,21,125,Low,In Transit,64.82,8.58
2023-08-20,VW1328,Battery,Braking System,Behr Hella,303,446,82.3,2.27,95.88,0.96,0.08,0,13,93,Low,On Time,111.17,9.89
2023-08-21,VW1329,Brake Pads,Engine,Exide,111,755,87.6,2.16,61.38,0.9,0.01,3,16,76,Low,Delayed,113.27,9.97
2023-08-22,VW1330,Turbocharger,Braking System,Exide,227,265,118.82,1.37,69.83,0.88,0.04,2,10,66,High,Delayed,184.91,14.51
2023-08-23,VW1331,Alternator,Fuel System,Bosch,213,625,93.97,0.64,62.8,0.98,0.06,0,28,178,High,In Transit,136.48,6.86
2023-08-24,VW1332,Alternator,Braking System,Behr Hella,402,472,109.24,1.83,74.48,0.86,0.07,2,13,158,High,Delayed,86.37,12.31
2023-08-25,VW1333,Brake Pads,Fuel System,Bosch,98,488,108.98,0.66,70.47,0.85,0.04,1,25,69,High,On Time,127.43,6.89
2023-08-26,VW1334,Fuel Pump,Braking System,Bosch,489,141,119.94,2.41,75.9,0.99,0.02,2,18,88,Medium,In Transit,193.89,8.15
2023-08-27,VW1335,Alternator,Safety System,Continental AG,444,151,116.89,1.23,79.73,0.97,0.1,3,13,44,Medium,Delayed,87.52,14.18
2023-08-28,VW1336,Fuel Pump,Braking System,Garrett Motion,406,594,82.32,2.4,42.23,0.9,0.07,1,13,102,Medium,In Transit,103.71,14.17
2023-08-29,VW1337,Brake Pads,Safety System,Bosch,121,521,95.61,0.82,67.87,1.0,0.03,2,27,109,Medium,In Transit,171.37,7.93
2023-08-30,VW1338,Battery,Electrical,Garrett Motion,87,500,104.74,2.0,55.23,0.92,0.07,4,23,166,Medium,In Transit,70.22,11.11
2023-08-31,VW1339,Fuel Pump,Safety System,Garrett Motion,282,545,108.92,0.4,74.72,0.87,0.04,2,18,44,High,On Time,64.19,9.3
2023-09-01,VW1340,Airbag Module,Fuel System,Garrett Motion,344,382,111.96,2.34,47.97,0.95,0.09,1,12,76,Low,In Transit,196.45,7.2
2023-09-02,VW1341,Brake Pads,Electrical,Garrett Motion,79,768,115.92,1.81,82.48,0.96,0.07,1,13,141,Medium,On Time,144.54,6.63
2023-09-03,VW1342,Airbag Module,Electrical,Bosch,254,582,95.19,0.84,77.53,0.97,0.1,1,15,160,Low,In Transit,58.74,7.15
2023-09-04,VW1343,Battery,Braking System,Continental AG,402,467,109.68,0.79,73.47,0.88,0.04,0,19,44,Low,Delayed,157.7,14.6
2023-09-05,VW1344,Battery,Braking System,Continental AG,483,665,94.5,0.35,72.66,0.86,0.06,0,28,100,Low,Delayed,152.92,12.47
2023-09-06,VW1345,Battery,Electrical,Behr Hella,364,213,88.12,1.77,48.21,0.86,0.08,1,17,72,Medium,Delayed,89.25,12.2
2023-09-07,VW1346,Fuel Pump,Braking System,Garrett Motion,286,600,90.12,2.16,86.11,0.93,0.09,3,15,53,Low,Delayed,71.88,11.44
2023-09-08,VW1347,Turbocharger,Braking System,Behr Hella,465,298,96.94,1.75,67.08,0.91,0.02,3,10,73,Medium,On Time,145.36,8.75
2023-09-09,VW1348,Brake Pads,Engine,Behr Hella,468,696,108.7,2.29,94.68,1.0,0.1,4,15,131,Medium,In Transit,68.56,8.31
2023-09-10,VW1349,Fuel Pump,Fuel System,Exide,435,515,88.91,1.8,49.22,0.86,0.08,4,19,128,High,On Time,79.55,8.35
2023-09-11,VW1350,Fuel Pump,Fuel System,Exide,234,580,81.56,1.66,66.12,0.87,0.04,3,14,45,Medium,Delayed,148.18,11.88
2023-09-12,VW1351,Brake Pads,Fuel System,Bosch,172,560,83.53,1.14,84.9,0.9,0.06,1,19,120,Low,In Transit,139.02,14.3
2023-09-13,VW1352,Turbocharger,Engine,Behr Hella,491,681,110.1,2.36,78.75,0.91,0.05,1,26,78,Medium,In Transit,99.07,5.76
2023-09-14,VW1353,Turbocharger,Safety System,Bosch,410,267,87.54,1.22,78.33,0.85,0.08,2,22,50,Low,Delayed,174.08,13.31
2023-09-15,VW1354,Fuel Pump,Electrical,Bosch,100,292,96.99,1.61,50.79,0.9,0.05,3,27,81,Low,In Transit,152.18,5.68
2023-09-16,VW1355,Fuel Pump,Engine,Exide,228,143,94.58,1.66,86.09,0.95,0.08,2,14,109,High,Delayed,180.44,9.1
2023-09-17,VW1356,Fuel Pump,Engine,Bosch,392,724,102.36,1.9,93.85,0.85,0.02,1,17,151,Medium,On Time,111.83,6.47
2023-09-18,VW1357,Battery,Braking System,Continental AG,163,689,109.29,0.72,82.83,0.95,0.08,1,26,68,Low,In Transit,192.27,12.56
2023-09-19,VW1358,Alternator,Electrical,Bosch,248,436,110.12,2.23,84.62,0.88,0.02,0,13,162,Low,Delayed,192.16,9.18
2023-09-20,VW1359,Turbocharger,Electrical,Bosch,459,333,111.88,1.14,58.8,0.91,0.02,0,23,126,Medium,In Transit,190.85,10.21
2023-09-21,VW1360,Battery,Electrical,Continental AG,476,153,93.33,2.03,77.66,0.88,0.03,0,15,92,Medium,In Transit,74.7,12.57
2023-09-22,VW1361,Brake Pads,Safety System,Behr Hella,343,254,103.91,1.07,93.38,0.94,0.03,2,29,152,High,Delayed,144.89,5.05
2023-09-23,VW1362,Alternator,Engine,Garrett Motion,215,420,103.5,1.02,48.59,0.99,0.04,0,12,151,Low,Delayed,121.36,12.97
2023-09-24,VW1363,Airbag Module,Engine,Bosch,257,518,119.9,0.77,42.38,0.99,0.04,2,14,110,Medium,In Transit,158.55,8.32
2023-09-25,VW1364,Battery,Fuel System,Bosch,342,711,119.01,0.79,42.13,0.97,0.03,0,20,54,Medium,In Transit,152.38,8.42
2023-09-26,VW1365,Airbag Module,Braking System,Continental AG,488,362,97.84,1.26,58.19,0.88,0.09,1,13,101,High,On Time,50.74,14.81
2023-09-27,VW1366,Brake Pads,Fuel System,Garrett Motion,286,420,103.67,0.88,83.14,0.95,0.08,3,27,117,High,Delayed,151.1,6.0
2023-09-28,VW1367,Alternator,Fuel System,Continental AG,436,323,83.03,1.11,69.85,0.96,0.06,0,19,35,Medium,In Transit,118.54,10.15
2023-09-29,VW1368,Turbocharger,Fuel System,Bosch,115,519,86.1,1.07,69.44,0.97,0.02,2,19,84,Low,Delayed,68.53,13.5
2023-09-30,VW1369,Airbag Module,Safety System,Garrett Motion,265,212,112.8,1.26,47.57,0.87,0.04,3,20,62,Medium,In Transit,158.56,14.29
2023-10-01,VW1370,Turbocharger,Fuel System,Garrett Motion,395,578,87.13,1.84,43.16,0.87,0.01,1,13,81,Medium,In Transit,106.68,9.82
2023-10-02,VW1371,Airbag Module,Engine,Bosch,260,770,89.24,0.52,89.75,1.0,0.03,0,29,34,Low,On Time,54.0,12.26
2023-10-03,VW1372,Turbocharger,Electrical,Behr Hella,398,573,95.14,0.34,94.49,0.93,0.02,2,29,109,Medium,On Time,72.22,9.12
2023-10-04,VW1373,Turbocharger,Braking System,Exide,79,619,98.33,2.37,47.67,0.85,0.02,1,10,114,Medium,In Transit,54.37,5.58
2023-10-05,VW1374,Airbag Module,Fuel System,Garrett Motion,468,622,81.12,1.02,70.92,0.9,0.1,4,20,171,Low,On Time,84.62,10.02
2023-10-06,VW1375,Turbocharger,Engine,Garrett Motion,499,217,92.8,2.46,70.8,0.92,0.1,1,10,133,High,In Transit,120.44,14.59
2023-10-07,VW1376,Battery,Electrical,Garrett Motion,146,160,93.45,1.25,46.18,0.95,0.07,3,22,138,High,Delayed,156.35,12.54
2023-10-08,VW1377,Alternator,Electrical,Continental AG,450,575,82.38,0.59,72.04,0.98,0.09,4,20,108,Low,On Time,152.45,6.57
2023-10-09,VW1378,Airbag Module,Fuel System,Garrett Motion,340,463,88.48,2.15,71.55,0.92,0.02,4,17,174,High,In Transit,97.82,5.11
2023-10-10,VW1379,Turbocharger,Engine,Continental AG,331,763,108.28,1.78,94.25,0.87,0.04,1,29,81,Low,In Transit,131.15,13.4
2023-10-11,VW1380,Brake Pads,Braking System,Continental AG,417,706,87.53,0.65,50.07,0.91,0.09,0,12,54,High,Delayed,162.76,9.53
2023-10-12,VW1381,Battery,Engine,Exide,206,360,107.77,1.6,69.19,0.96,0.02,3,27,93,High,In Transit,144.19,9.12
2023-10-13,VW1382,Brake Pads,Braking System,Continental AG,61,755,114.28,1.36,91.99,0.89,0.04,2,14,177,Medium,In Transit,112.52,8.85
2023-10-14,VW1383,Brake Pads,Electrical,Behr Hella,61,780,103.22,1.21,85.85,0.88,0.08,0,19,127,Low,Delayed,61.57,8.62
2023-10-15,VW1384,Battery,Engine,Continental AG,484,732,103.42,0.36,63.72,0.9,0.02,0,18,124,Medium,In Transit,151.95,5.86
2023-10-16,VW1385,Alternator,Braking System,Exide,303,412,99.56,0.58,44.13,0.9,0.1,3,25,62,High,Delayed,157.51,6.66
2023-10-17,VW1386,Brake Pads,Engine,Behr Hella,137,548,117.23,2.45,65.07,0.98,0.05,4,16,158,Low,Delayed,194.76,14.34
2023-10-18,VW1387,Brake Pads,Fuel System,Exide,207,252,97.63,1.04,41.59,0.87,0.03,3,10,128,High,In Transit,67.89,6.96
2023-10-19,VW1388,Airbag Module,Braking System,Garrett Motion,95,131,105.04,1.77,40.71,0.96,0.03,2,15,95,High,Delayed,55.95,10.42
2023-10-20,VW1389,Alternator,Electrical,Exide,206,120,81.87,0.91,53.63,0.87,0.05,3,10,170,Low,In Transit,184.86,10.66
2023-10-21,VW1390,Fuel Pump,Fuel System,Bosch,479,199,89.15,1.86,94.32,0.86,0.07,2,24,158,High,In Transit,149.76,7.56
2023-10-22,VW1391,Alternator,Engine,Bosch,429,755,103.33,2.39,54.22,0.94,0.06,0,14,35,High,In Transit,184.13,6.7
2023-10-23,VW1392,Turbocharger,Fuel System,Bosch,481,106,111.02,2.48,98.36,0.96,0.05,0,29,50,High,On Time,56.6,12.38
2023-10-24,VW1393,Battery,Electrical,Bosch,363,535,93.63,1.42,90.43,1.0,0.1,1,25,142,Low,Delayed,165.73,5.55
2023-10-25,VW1394,Battery,Fuel System,Behr Hella,179,779,83.22,0.61,42.32,0.9,0.04,2,21,57,High,On Time,141.78,12.82
2023-10-26,VW1395,Brake Pads,Fuel System,Continental AG,174,699,102.53,0.87,69.29,0.97,0.01,4,12,79,Medium,On Time,198.81,8.3
2023-10-27,VW1396,Alternator,Fuel System,Behr Hella,127,636,90.21,1.75,45.18,0.93,0.07,3,15,112,Medium,In Transit,154.13,11.56
2023-10-28,VW1397,Fuel Pump,Engine,Garrett Motion,246,319,107.62,1.32,97.14,0.93,0.05,1,23,136,Low,On Time,57.82,9.41
2023-10-29,VW1398,Airbag Module,Safety System,Bosch,367,479,95.39,2.21,49.62,0.88,0.05,3,13,73,Low,In Transit,139.2,14.8
2023-10-30,VW1399,Battery,Fuel System,Garrett Motion,206,570,80.87,2.19,90.26,0.94,0.04,4,20,142,Medium,Delayed,113.62,5.73
2023-10-31,VW1400,Brake Pads,Safety System,Garrett Motion,70,607,95.84,1.17,62.32,0.91,0.01,1,13,128,High,Delayed,134.79,8.58
2023-11-01,VW1401,Brake Pads,Engine,Continental AG,110,677,95.82,1.19,91.15,0.9,0.08,1,17,59,Medium,On Time,144.57,8.32
2023-11-02,VW1402,Battery,Fuel System,Continental AG,296,611,110.38,1.69,47.64,0.97,0.01,4,10,108,Medium,On Time,100.49,12.86
2023-11-03,VW1403,Airbag Module,Braking System,Exide,399,429,112.82,0.62,69.35,0.87,0.07,3,17,61,Medium,In Transit,52.54,8.45
2023-11-04,VW1404,Turbocharger,Safety System,Garrett Motion,106,504,96.23,1.02,72.21,0.88,0.04,0,19,148,High,In Transit,72.57,8.23
2023-11-05,VW1405,Brake Pads,Fuel System,Behr Hella,137,704,84.44,0.66,62.66,0.97,0.02,2,15,40,Medium,In Transit,84.63,11.75
2023-11-06,VW1406,Airbag Module,Fuel System,Continental AG,331,104,101.61,0.93,82.22,0.91,0.06,4,20,87,High,In Transit,168.83,9.4
2023-11-07,VW1407,Airbag Module,Fuel System,Garrett Motion,374,332,118.83,0.72,92.63,0.91,0.09,4,22,177,Low,Delayed,184.56,12.56
2023-11-08,VW1408,Battery,Braking System,Exide,402,471,99.2,1.97,61.46,0.95,0.03,3,19,68,Low,In Transit,145.74,9.23
2023-11-09,VW1409,Turbocharger,Electrical,Continental AG,281,474,93.74,1.23,80.1,0.9,0.04,3,23,117,High,In Transit,101.23,11.64
2023-11-10,VW1410,Brake Pads,Engine,Behr Hella,393,494,92.31,2.36,71.73,0.9,0.01,4,20,92,Medium,Delayed,91.4,13.18
2023-11-11,VW1411,Battery,Fuel System,Exide,153,773,104.26,1.08,56.21,0.89,0.09,0,29,78,Medium,In Transit,90.99,7.89
2023-11-12,VW1412,Battery,Fuel System,Exide,85,380,107.43,1.07,46.87,0.93,0.1,0,18,53,Low,In Transit,65.73,7.86
2023-11-13,VW1413,Alternator,Engine,Exide,435,691,80.22,2.0,40.38,0.98,0.05,3,28,147,Medium,On Time,182.11,5.25
2023-11-14,VW1414,Fuel Pump,Braking System,Continental AG,330,762,105.1,1.8,65.46,0.93,0.09,0,23,57,Low,In Transit,109.71,7.55
2023-11-15,VW1415,Turbocharger,Braking System,Garrett Motion,381,481,80.25,1.23,54.4,0.93,0.06,4,19,48,Low,Delayed,137.31,14.45
2023-11-16,VW1416,Battery,Safety System,Garrett Motion,231,338,99.43,0.38,76.39,0.87,0.02,1,16,90,High,Delayed,55.36,14.27
2023-11-17,VW1417,Alternator,Safety System,Continental AG,388,407,103.34,1.65,80.14,0.93,0.06,1,13,130,Medium,On Time,78.42,10.2
2023-11-18,VW1418,Fuel Pump,Fuel System,Continental AG,432,499,96.29,2.3,95.97,0.89,0.08,2,25,136,Medium,On Time,93.44,14.75
2023-11-19,VW1419,Battery,Braking System,Bosch,474,443,87.55,2.01,53.56,0.9,0.06,2,29,104,High,On Time,163.38,11.62
2023-11-20,VW1420,Fuel Pump,Engine,Bosch,445,133,83.89,1.86,77.91,0.88,0.06,1,17,73,Medium,On Time,118.84,11.39
2023-11-21,VW1421,Turbocharger,Safety System,Exide,325,179,115.78,2.49,84.28,1.0,0.03,2,14,96,High,Delayed,161.08,8.44
2023-11-22,VW1422,Brake Pads,Electrical,Exide,153,416,84.94,1.57,52.41,0.88,0.05,4,14,140,High,On Time,121.31,9.34
2023-11-23,VW1423,Brake Pads,Engine,Exide,294,650,88.58,1.36,99.19,0.91,0.1,2,17,126,Low,On Time,183.46,5.41
2023-11-24,VW1424,Turbocharger,Braking System,Bosch,443,227,98.37,1.27,64.51,0.99,0.03,4,19,136,Medium,Delayed,82.39,7.32
2023-11-25,VW1425,Brake Pads,Braking System,Continental AG,264,715,97.24,1.97,68.27,0.93,0.02,2,21,92,Low,Delayed,70.42,7.7
2023-11-26,VW1426,Brake Pads,Fuel System,Behr Hella,200,266,92.72,1.26,82.07,0.96,0.07,2,24,152,Low,Delayed,130.19,9.67
2023-11-27,VW1427,Turbocharger,Fuel System,Exide,102,213,90.09,1.85,61.82,0.9,0.09,0,21,158,High,On Time,72.2,5.63
2023-11-28,VW1428,Airbag Module,Electrical,Continental AG,269,492,100.61,0.79,80.1,0.95,0.06,4,15,32,Low,Delayed,118.21,5.88
2023-11-29,VW1429,Airbag Module,Electrical,Garrett Motion,486,397,87.08,1.95,84.12,0.93,0.03,4,25,96,High,On Time,131.85,10.05
2023-11-30,VW1430,Airbag Module,Electrical,Continental AG,52,777,108.94,1.41,86.8,0.94,0.03,2,18,115,Medium,In Transit,194.48,14.45
2023-12-01,VW1431,Battery,Braking System,Garrett Motion,276,420,85.34,2.04,55.24,0.89,0.08,3,29,47,Low,On Time,67.37,14.01
2023-12-02,VW1432,Alternator,Electrical,Garrett Motion,111,151,116.25,2.31,52.55,0.98,0.06,0,24,82,Low,Delayed,54.47,7.23
2023-12-03,VW1433,Brake Pads,Engine,Continental AG,61,163,107.0,1.18,73.97,0.95,0.1,4,17,146,Medium,Delayed,165.85,10.38
2023-12-04,VW1434,Battery,Braking System,Garrett Motion,303,541,92.87,1.74,55.56,0.94,0.1,0,18,75,High,In Transit,73.32,10.27
2023-12-05,VW1435,Turbocharger,Safety System,Garrett Motion,163,343,118.36,1.22,72.9,0.95,0.03,4,10,124,High,On Time,123.33,9.13
2023-12-06,VW1436,Battery,Engine,Continental AG,105,508,105.56,1.16,77.38,0.9,0.03,1,21,46,Medium,Delayed,157.41,5.48
2023-12-07,VW1437,Fuel Pump,Engine,Bosch,56,285,97.44,0.78,49.75,1.0,0.02,2,19,45,Medium,Delayed,133.52,9.15
2023-12-08,VW1438,Alternator,Electrical,Bosch,187,422,100.27,0.72,59.32,0.98,0.02,1,16,84,Medium,On Time,117.2,9.07
2023-12-09,VW1439,Battery,Safety System,Continental AG,417,166,90.66,0.4,91.57,0.88,0.04,0,16,108,High,Delayed,83.99,13.46
2023-12-10,VW1440,Brake Pads,Engine,Behr Hella,293,402,114.16,0.78,90.77,0.86,0.03,1,16,99,Low,On Time,125.16,6.94
2023-12-11,VW1441,Turbocharger,Fuel System,Behr Hella,232,708,116.62,1.4,88.04,0.88,0.08,2,28,145,Medium,In Transit,115.11,11.33
2023-12-12,VW1442,Fuel Pump,Braking System,Behr Hella,138,266,117.34,1.66,71.48,0.87,0.07,3,27,145,Medium,In Transit,69.29,10.86
2023-12-13,VW1443,Battery,Safety System,Exide,165,765,119.05,1.29,62.15,0.9,0.03,2,21,48,Medium,Delayed,160.28,9.07
2023-12-14,VW1444,Battery,Braking System,Continental AG,303,267,115.55,0.97,97.45,0.93,0.03,3,10,89,High,Delayed,163.74,9.02
2023-12-15,VW1445,Brake Pads,Fuel System,Behr Hella,463,211,91.09,1.87,44.43,0.88,0.07,4,28,136,Low,In Transit,81.71,5.31
2023-12-16,VW1446,Alternator,Safety System,Behr Hella,65,726,98.78,1.13,50.59,0.96,0.04,3,23,156,Medium,On Time,102.83,11.05
2023-12-17,VW1447,Fuel Pump,Safety System,Garrett Motion,131,760,89.18,1.93,86.88,0.86,0.03,2,15,104,Medium,On Time,114.88,7.55
2023-12-18,VW1448,Brake Pads,Safety System,Behr Hella,347,735,118.14,0.73,71.51,0.95,0.04,4,24,157,Low,On Time,91.35,10.68
2023-12-19,VW1449,Airbag Module,Braking System,Bosch,99,549,92.85,2.15,46.29,0.95,0.06,3,22,130,High,Delayed,166.64,8.57
2023-12-20,VW1450,Alternator,Engine,Continental AG,274,146,106.18,1.88,92.45,0.88,0.05,2,15,95,Medium,On Time,106.36,14.18
2023-12-21,VW1451,Alternator,Safety System,Garrett Motion,65,142,102.69,2.01,59.93,0.98,0.07,2,29,108,Medium,In Transit,186.28,8.31
2023-12-22,VW1452,Brake Pads,Braking System,Exide,131,328,109.21,0.84,40.74,0.89,0.08,2,27,137,Low,On Time,137.54,13.47
2023-12-23,VW1453,Alternator,Safety System,Continental AG,353,645,93.22,0.42,82.6,0.93,0.06,2,24,128,Low,Delayed,103.7,7.38
2023-12-24,VW1454,Turbocharger,Engine,Behr Hella,81,646,114.72,1.46,47.63,0.87,0.04,1,15,38,Medium,Delayed,144.7,7.62
2023-12-25,VW1455,Airbag Module,Electrical,Behr Hella,261,239,87.33,0.66,61.77,0.99,0.07,1,21,73,High,On Time,78.02,8.05
2023-12-26,VW1456,Fuel Pump,Braking System,Exide,472,788,109.84,2.27,98.95,0.95,0.09,4,17,55,Low,In Transit,157.45,5.42
2023-12-27,VW1457,Fuel Pump,Electrical,Exide,355,220,88.06,1.4,51.48,0.86,0.03,2,14,84,Low,In Transit,189.14,14.61
2023-12-28,VW1458,Brake Pads,Electrical,Continental AG,387,501,91.56,1.31,84.23,0.94,0.08,0,25,46,Low,On Time,146.4,12.4
2023-12-29,VW1459,Alternator,Electrical,Behr Hella,284,180,114.36,2.01,64.57,0.86,0.01,1,26,142,Medium,On Time,106.48,12.3
2023-12-30,VW1460,Airbag Module,Fuel System,Behr Hella,447,339,95.1,0.35,73.94,0.89,0.08,3,14,69,High,On Time,86.88,13.85
2023-12-31,VW1461,Alternator,Electrical,Garrett Motion,181,174,97.03,1.7,52.57,0.88,0.08,4,29,140,Medium,In Transit,96.88,12.05
2024-01-01,VW1462,Alternator,Engine,Continental AG,157,779,83.23,1.34,78.32,0.87,0.06,1,28,174,Low,In Transit,75.78,5.91
2024-01-02,VW1463,Battery,Electrical,Behr Hella,404,788,95.38,0.67,67.22,0.95,0.05,1,12,34,Low,In Transit,50.43,9.42
2024-01-03,VW1464,Brake Pads,Safety System,Continental AG,71,651,118.79,1.86,89.91,0.92,0.05,1,15,141,High,On Time,69.59,10.36
2024-01-04,VW1465,Turbocharger,Braking System,Continental AG,383,458,97.1,1.62,40.82,0.97,0.1,1,10,155,Low,In Transit,196.43,11.06
2024-01-05,VW1466,Battery,Safety System,Garrett Motion,429,600,87.25,0.56,83.01,0.99,0.05,2,12,129,High,In Transit,146.75,5.21
2024-01-06,VW1467,Airbag Module,Engine,Bosch,371,471,101.25,0.86,44.21,0.97,0.09,1,27,133,High,Delayed,74.68,9.44
2024-01-07,VW1468,Battery,Safety System,Exide,249,591,96.24,0.6,77.27,0.93,0.02,1,14,154,Medium,In Transit,171.81,9.63
2024-01-08,VW1469,Fuel Pump,Fuel System,Garrett Motion,102,402,86.55,1.31,53.63,0.98,0.08,4,13,127,Low,On Time,189.95,5.95
2024-01-09,VW1470,Turbocharger,Fuel System,Behr Hella,126,218,88.29,1.17,90.49,0.88,0.05,1,24,128,Medium,On Time,67.47,8.46
2024-01-10,VW1471,Airbag Module,Engine,Behr Hella,432,127,89.86,1.08,53.23,0.88,0.01,4,28,34,High,Delayed,99.47,8.05
2024-01-11,VW1472,Brake Pads,Electrical,Bosch,382,786,101.17,1.19,61.18,0.98,0.02,2,12,56,Low,In Transit,144.19,5.95
2024-01-12,VW1473,Airbag Module,Safety System,Exide,244,793,93.63,1.06,59.11,0.91,0.07,4,25,146,Low,Delayed,166.44,14.63
2024-01-13,VW1474,Brake Pads,Safety System,Bosch,364,611,117.9,0.96,83.39,0.96,0.06,2,16,67,Medium,In Transit,107.38,9.58
2024-01-14,VW1475,Brake Pads,Electrical,Bosch,78,308,105.6,2.1,77.1,0.91,0.09,0,15,93,High,On Time,74.93,10.67
2024-01-15,VW1476,Airbag Module,Engine,Garrett Motion,412,418,116.28,0.59,72.17,0.97,0.04,2,11,77,High,In Transit,132.51,11.44
2024-01-16,VW1477,Alternator,Engine,Behr Hella,205,199,110.67,2.01,68.31,0.88,0.07,4,17,123,High,Delayed,193.07,7.15
2024-01-17,VW1478,Battery,Braking System,Behr Hella,364,380,102.63,1.87,62.19,0.87,0.05,1,17,81,Low,On Time,78.43,11.4
2024-01-18,VW1479,Turbocharger,Engine,Behr Hella,419,328,111.06,2.09,98.61,0.95,0.06,3,11,118,High,On Time,121.2,8.48
2024-01-19,VW1480,Fuel Pump,Fuel System,Bosch,197,568,106.64,2.1,46.73,1.0,0.02,0,23,95,Medium,In Transit,53.14,10.27
2024-01-20,VW1481,Alternator,Fuel System,Continental AG,471,444,95.92,2.49,47.65,0.98,0.02,1,28,149,Medium,Delayed,181.1,7.52
2024-01-21,VW1482,Brake Pads,Braking System,Continental AG,162,518,119.04,1.28,48.76,0.9,0.02,0,25,51,Medium,In Transit,65.85,9.13
2024-01-22,VW1483,Airbag Module,Safety System,Bosch,159,617,88.88,0.62,51.82,0.89,0.02,2,14,171,High,Delayed,176.9,11.55
